Year,Country,Region,Sex,Age Group,Applications
2023,Lebanon,Middle East,Male,40 and over,2
2023,Liberia,Africa Sub-Saharan,Male,17 and under,1
2023,Libya,Africa North,Female,17 and under,2
2023,Libya,Africa North,Female,25 to 39,1
2023,Libya,Africa North,Male,17 and under,2
2023,Libya,Africa North,Male,18 to 24,5
2023,Libya,Africa North,Male,25 to 39,14
2023,Libya,Africa North,Male,40 and over,2
2023,Libya,Africa North,Unknown,25 to 39,1
2023,Libya,Africa North,Male,17 and under,3
2023,Mali,Africa Sub-Saharan,Male,18 to 24,1
2023,Morocco,Africa North,Male,25 to 39,2
2023,Morocco,Africa North,Male,40 and over,1
2023,Nepal,Asia South,Female,18 to 24,1
2023,Nigeria,Africa Sub-Saharan,Female,40 and over,2
2023,Nigeria,Africa Sub-Saharan,Male,25 to 39,3
2023,Nigeria,Africa Sub-Saharan,Male,40 and over,1
2023,North Macedonia,Europe Other,Male,25 to 39,1
2023,Occupied Palestinian Territories,Middle East,Male,18 to 24,4
2023,Occupied Palestinian Territories,Middle East,Male,25 to 39,6
2023,Pakistan,Asia South,Male,18 to 24,5
2023,Pakistan,Asia South,Male,25 to 39,10
2023,Pakistan,Asia South,Male,40 and over,1
2023,Russia,Europe Other,Male,40 and over,1
2023,Senegal,Africa Sub-Saharan,Male,18 to 24,1
2023,Senegal,Africa Sub-Saharan,Male,25 to 39,1
2023,Senegal,Africa Sub-Saharan,Male,40 and over,1
2023,Somalia,Africa Sub-Saharan,Male,17 and under,1
2023,Somalia,Africa Sub-Saharan,Female,18 to 24,2
2023,Somalia,Africa Sub-Saharan,Female,25 to 39,1
2023,Somalia,Africa Sub-Saharan,Male,17 and under,1
2023,Somalia,Africa Sub-Saharan,Male,18 to 24,3
2023,Somalia,Africa Sub-Saharan,Male,25 to 39,5
2023,Somalia,Africa Sub-Saharan,Male,40 and over,1
2023,South Sudan,Africa Sub-Saharan,Female,17 and under,3
2023,South Sudan,Africa Sub-Saharan,Female,40 and over,1
2023,South Sudan,Africa Sub-Saharan,Male,17 and under,2
2023,South Sudan,Africa Sub-Saharan,Male,17 and under,2
2023,South Sudan,Africa Sub-Saharan,Male,18 to 24,7
2023,South Sudan,Africa Sub-Saharan,Male,25 to 39,3
2023,South Sudan,Africa Sub-Saharan,Male,40 and over,1
2023,South Sudan,Africa Sub-Saharan,Male,17 and under,2
2023,Sri Lanka,Asia South,Female,40 and over,2
2023,Sri Lanka,Asia South,Male,18 to 24,11
2023,Sri Lanka,Asia South,Male,25 to 39,20
2023,Sri Lanka,Asia South,Male,40 and over,5
2023,Sri Lanka,Asia South,Unknown,25 to 39,1
2023,Stateless,Other,Female,18 to 24,1
2023,Stateless,Other,Male,17 and under,1
2023,Stateless,Other,Male,17 and under,1
2023,Stateless,Other,Male,18 to 24,2
2023,Stateless,Other,Male,25 to 39,2
2023,Stateless,Other,Male,40 and over,1
2023,Sudan,Africa North,Female,17 and under,5
2023,Sudan,Africa North,Female,25 to 39,4
2023,Sudan,Africa North,Male,17 and under,8
2023,Sudan,Africa North,Female,17 and under,1
2023,Sudan,Africa North,Female,18 to 24,2
2023,Sudan,Africa North,Female,25 to 39,2
2023,Sudan,Africa North,Male,17 and under,18
2023,Sudan,Africa North,Male,18 to 24,86
2023,Sudan,Africa North,Male,25 to 39,83
2023,Sudan,Africa North,Male,40 and over,4
2023,Sudan,Africa North,Male,17 and under,23
2023,Sudan,Africa North,Male,18 to 24,1
2023,Sudan,Africa North,Unknown,17 and under,1
2023,Syria,Middle East,Female,17 and under,6
2023,Syria,Middle East,Female,18 to 24,5
2023,Syria,Middle East,Female,25 to 39,4
2023,Syria,Middle East,Male,17 and under,14
2023,Syria,Middle East,Female,18 to 24,4
2023,Syria,Middle East,Female,25 to 39,4
2023,Syria,Middle East,Female,40 and over,5
2023,Syria,Middle East,Male,17 and under,8
2023,Syria,Middle East,Male,18 to 24,140
2023,Syria,Middle East,Male,25 to 39,96
2023,Syria,Middle East,Male,40 and over,12
2023,Syria,Middle East,Unknown,18 to 24,1
2023,Syria,Middle East,Male,17 and under,14
2023,Tanzania,Africa Sub-Saharan,Male,25 to 39,4
2023,Togo,Africa Sub-Saharan,Male,25 to 39,1
2023,Tunisia,Africa North,Male,18 to 24,2
2023,Tunisia,Africa North,Male,25 to 39,4
2023,Turkey,Europe Other,Female,17 and under,10
2023,Turkey,Europe Other,Female,18 to 24,4
2023,Turkey,Europe Other,Female,25 to 39,8
2023,Turkey,Europe Other,Female,40 and over,2
2023,Turkey,Europe Other,Male,17 and under,9
2023,Turkey,Europe Other,Female,18 to 24,6
2023,Turkey,Europe Other,Female,25 to 39,10
2023,Turkey,Europe Other,Female,40 and over,5
2023,Turkey,Europe Other,Male,17 and under,6
2023,Turkey,Europe Other,Male,18 to 24,134
2023,Turkey,Europe Other,Male,25 to 39,118
2023,Turkey,Europe Other,Male,40 and over,27
2023,Turkey,Europe Other,Unknown,25 to 39,1
2023,Turkey,Europe Other,Female,17 and under,1
2023,Turkey,Europe Other,Male,17 and under,11
2023,Vietnam,Asia South East,Female,18 to 24,3
2023,Vietnam,Asia South East,Female,25 to 39,6
2023,Vietnam,Asia South East,Female,40 and over,1
2023,Vietnam,Asia South East,Female,17 and under,2
2023,Vietnam,Asia South East,Female,18 to 24,35
2023,Vietnam,Asia South East,Female,25 to 39,24
2023,Vietnam,Asia South East,Female,40 and over,2
2023,Vietnam,Asia South East,Male,17 and under,7
2023,Vietnam,Asia South East,Male,18 to 24,50
2023,Vietnam,Asia South East,Male,25 to 39,80
2023,Vietnam,Asia South East,Male,40 and over,13
2023,Vietnam,Asia South East,Unknown,18 to 24,1
2023,Vietnam,Asia South East,Female,17 and under,1
2023,Vietnam,Asia South East,Male,17 and under,3
2023,Yemen,Middle East,Male,17 and under,2
2023,Yemen,Middle East,Male,18 to 24,5
2023,Yemen,Middle East,Male,25 to 39,11
2023,Yemen,Middle East,Male,40 and over,2
2023,Yemen,Middle East,Male,17 and under,1
2023,Afghanistan,Asia Central,Female,17 and under,1
2023,Afghanistan,Asia Central,Female,18 to 24,1
2023,Afghanistan,Asia Central,Male,17 and under,2
2023,Afghanistan,Asia Central,Male,18 to 24,1
2023,Afghanistan,Asia Central,Male,25 to 39,4
2023,Albania,Europe Other,Male,17 and under,1
2023,Albania,Europe Other,Male,25 to 39,5
2023,Albania,Europe Other,Male,40 and over,1
2023,Egypt,Africa North,Male,18 to 24,1
2023,Eritrea,Africa Sub-Saharan,Female,18 to 24,2
2023,Eritrea,Africa Sub-Saharan,Male,17 and under,1
2023,Eritrea,Africa Sub-Saharan,Male,40 and over,1
2023,India,Asia South,Male,18 to 24,2
2023,India,Asia South,Male,40 and over,1
2023,Iran,Middle East,Male,25 to 39,2
2023,Iran,Middle East,Unknown,25 to 39,1
2023,Iraq,Middle East,Male,25 to 39,2
2023,Iraq,Middle East,Male,40 and over,1
2023,Sri Lanka,Asia South,Female,25 to 39,1
2023,Sri Lanka,Asia South,Male,17 and under,1
2023,Sri Lanka,Asia South,Male,25 to 39,1
2023,Sudan,Africa North,Male,18 to 24,2
2023,Syria,Middle East,Male,17 and under,3
2023,Syria,Middle East,Male,18 to 24,2
2023,Syria,Middle East,Male,25 to 39,1
2023,Turkey,Europe Other,Female,17 and under,2
2023,Turkey,Europe Other,Female,25 to 39,1
2023,Turkey,Europe Other,Male,18 to 24,2
2023,Turkey,Europe Other,Male,25 to 39,1
2023,Vietnam,Asia South East,Female,18 to 24,1
2023,Vietnam,Asia South East,Male,18 to 24,1
2023,Vietnam,Asia South East,Male,25 to 39,2
End of table,,,,,
